2, 1, 43.0, 12.0, 60.0, 0, Stone, 1, 2
3, 1, 66.0, 12.0, 20.0, 0, Flame, 1, 3
1, 1, 14.0, 3.0, 2.0, 0, Water, 3, 1

2, 2, 42.5, 12.0, 60.0, 0, Stone, 1, 2
3, 2, 53.5, 12.0, 20.0, 0, Flame, 1, 2
1, 2, 13.5, 3.0, 2.0, 0, Water, 2, 1

1, 3, 13.0, 3.0, 2.0, 0, Water, 1, 1
2, 3, 42.0, 12.0, 60.0, 0, Stone, 1, 2
3, 3, 53.0, 12.0, 20.0, 0, Flame, 1, 2

1, 4, 12.5, 3.0, 2.0, 0, Water, 0, 1
2, 4, 41.5, 12.0, 60.0, 0, Stone, 1, 2
3, 4, 52.5, 12.0, 20.0, 0, Flame, 1, 2

2, 5, 41.0, 12.0, 60.0, 0, Stone, 1, 2
3, 5, 52.0, 12.0, 20.0, 0, Flame, 1, 2
1, 5, 12.0, 3.0, 2.0, 0, Water, 4, 1

2, 6, 40.5, 12.0, 60.0, 0, Stone, 1, 2
3, 6, 51.5, 12.0, 20.0, 0, Flame, 1, 2
1, 6, 11.5, 3.0, 2.0, 0, Water, 3, 1

