2, 1, 43.0, 12.0, 60.0, 0, Stone, 1, 2
3, 1, 66.0, 12.0, 20.0, 0, Flame, 1, 3
1, 1, 12.0, 3.0, 2.0, 0, Water, 3, 1

2, 2, 42.5, 12.0, 60.0, 0, Stone, 1, 2
3, 2, 53.5, 12.0, 20.0, 0, Flame, 1, 2
1, 2, 11.5, 3.0, 2.0, 0, Water, 2, 1

1, 3, 11.0, 3.0, 2.0, 0, Water, 1, 1
3, 3, 53.0, 12.0, 20.0, 0, Flame, 1, 1
2, 3, 42.0, 12.0, 60.0, 0, Stone, 1, 2

A warrior has left the game!
3, 4, 40.5, 12.0, 20.0, 0, Flame, 1, 0
2, 4, 41.5, 12.0, 60.0, 0, Stone, 1, 2

2, 5, 41.0, 12.0, 60.0, 0, Stone, 1, 2
3, 5, 40.0, 12.0, 20.0, 0, Flame, 1, 4

